Paper_ID,Rhodolith beds,Chemical ecology,Reproduction,Holobiont,Deep reefs,Climate change,Fisheries,Methods,Taxonomy & Systematics,Macroalgae & Herbivory,Habitat structure,Oceanic islands,Trophic ecology & Nursery habitats ,Geomorphology & Paleontology,Oceanography & Productivity,Demography,Anthozoan biology,Hydrodynamics,Fish interactions,Invasive species,Biogeography & Phylogeography,Tourism & Pollution,Distribution limits,Cytogenetics,Conservation & Management 
CAMPOS FF 2015 BRAZ J BIOL,0.021853147,0.04458042,0.021853147,0.180944056,0.021853147,0.021853147,0.021853147,0.021853147,0.04458042,0.021853147,0.021853147,0.021853147,0.033216783,0.021853147,0.055944056,0.021853147,0.124125874,0.021853147,0.021853147,0.033216783,0.021853147,0.021853147,0.021853147,0.067307692,0.04458042
CAMPOS LS 2010 ECHINODERMS DURHAM,0.05464191,0.102917772,0.013262599,0.027055703,0.206366048,0.013262599,0.027055703,0.033952255,0.033952255,0.013262599,0.020159151,0.027055703,0.013262599,0.020159151,0.033952255,0.020159151,0.027055703,0.020159151,0.020159151,0.027055703,0.033952255,0.033952255,0.027055703,0.05464191,0.020159151
CAMPOS LS 2010 ECHINODERMS DURHAM-a,0.038163387,0.154442457,0.014907573,0.030411449,0.208706023,0.014907573,0.014907573,0.092426953,0.014907573,0.014907573,0.030411449,0.014907573,0.022659511,0.038163387,0.014907573,0.022659511,0.022659511,0.022659511,0.022659511,0.022659511,0.014907573,0.022659511,0.022659511,0.061419201,0.014907573
CAMPOS PT 2019 REMEA-REV ELETRONICA MESTR EDUC AMBIENT,0.021367521,0.043589744,0.021367521,0.032478632,0.032478632,0.043589744,0.054700855,0.032478632,0.021367521,0.088034188,0.021367521,0.043589744,0.021367521,0.032478632,0.021367521,0.021367521,0.054700855,0.021367521,0.021367521,0.032478632,0.032478632,0.065811966,0.032478632,0.021367521,0.143589744
CAMPOS P 2020 ENVIRON RES,0.034040672,0.028293546,0.022546419,0.062776304,0.011052166,0.177718833,0.022546419,0.016799293,0.016799293,0.062776304,0.011052166,0.011052166,0.011052166,0.022546419,0.022546419,0.039787798,0.068523431,0.034040672,0.034040672,0.034040672,0.028293546,0.114500442,0.011052166,0.016799293,0.062776304
CANARIO R 2012 ZOOSYMPOSIA,0.02090301,0.031772575,0.02090301,0.053511706,0.04264214,0.02090301,0.031772575,0.02090301,0.216555184,0.02090301,0.031772575,0.02090301,0.02090301,0.02090301,0.02090301,0.031772575,0.129598662,0.02090301,0.02090301,0.02090301,0.031772575,0.02090301,0.04264214,0.031772575,0.02090301
CANARIO R 2015 MAR BIOL RES,0.020032051,0.020032051,0.113782051,0.061698718,0.020032051,0.020032051,0.020032051,0.020032051,0.113782051,0.020032051,0.020032051,0.020032051,0.020032051,0.020032051,0.020032051,0.030448718,0.217948718,0.030448718,0.030448718,0.020032051,0.020032051,0.020032051,0.030448718,0.030448718,0.020032051
CANARIO R 2017 ZOOTAXA,0.030411449,0.084675015,0.014907573,0.030411449,0.022659511,0.014907573,0.030411449,0.014907573,0.348240906,0.014907573,0.014907573,0.014907573,0.022659511,0.014907573,0.038163387,0.014907573,0.053667263,0.014907573,0.014907573,0.038163387,0.022659511,0.014907573,0.030411449,0.022659511,0.014907573
CAPEL KCC 2016 GENE,0.021978022,0.014459225,0.014459225,0.082128398,0.044534413,0.014459225,0.021978022,0.067090804,0.014459225,0.014459225,0.014459225,0.014459225,0.029496819,0.029496819,0.014459225,0.014459225,0.082128398,0.014459225,0.021978022,0.217466744,0.142278774,0.014459225,0.014459225,0.021978022,0.014459225
CAPEL KCC 2019 SCI REP,0.020585049,0.013542795,0.013542795,0.041711809,0.034669556,0.020585049,0.020585049,0.027627302,0.013542795,0.027627302,0.034669556,0.034669556,0.013542795,0.027627302,0.034669556,0.027627302,0.069880823,0.013542795,0.020585049,0.32340195,0.06283857,0.020585049,0.020585049,0.013542795,0.027627302
CARDOSO APLR 2020 J EXP MAR BIOL ECOL,0.014328808,0.02413273,0.009426848,0.014328808,0.029034691,0.02413273,0.029034691,0.02413273,0.009426848,0.019230769,0.470211161,0.009426848,0.053544495,0.009426848,0.014328808,0.009426848,0.009426848,0.014328808,0.014328808,0.029034691,0.02413273,0.009426848,0.014328808,0.019230769,0.029034691
CARDOSO I 2013 LAT AM J AQUAT RES,0.025641026,0.016869096,0.060728745,0.016869096,0.113360324,0.025641026,0.016869096,0.025641026,0.060728745,0.016869096,0.016869096,0.139676113,0.016869096,0.043184885,0.034412955,0.016869096,0.025641026,0.043184885,0.016869096,0.025641026,0.016869096,0.016869096,0.130904184,0.025641026,0.034412955
CARDOSO RS 2012 MAR ECOL -EVOL PERSP,0.018246869,0.018246869,0.027549195,0.008944544,0.027549195,0.032200358,0.008944544,0.008944544,0.013595707,0.018246869,0.236851521,0.018246869,0.041502683,0.013595707,0.013595707,0.041502683,0.008944544,0.315921288,0.008944544,0.027549195,0.013595707,0.008944544,0.018246869,0.008944544,0.008944544
CARDOZO-FERREIRA GC 2018 MAR ECOL -PROG SER,0.010283834,0.010283834,0.020979021,0.058412176,0.010283834,0.010283834,0.010283834,0.06375977,0.053064582,0.090497738,0.020979021,0.015631427,0.149321267,0.020979021,0.010283834,0.111888112,0.020979021,0.010283834,0.085150144,0.010283834,0.031674208,0.020979021,0.010283834,0.074454957,0.037021802
CARLIN JL 2003 MAR BIOL,0.010016026,0.015224359,0.046474359,0.015224359,0.030849359,0.010016026,0.030849359,0.010016026,0.010016026,0.010016026,0.010016026,0.088141026,0.020432692,0.015224359,0.015224359,0.020432692,0.015224359,0.015224359,0.010016026,0.020432692,0.395432692,0.025641026,0.077724359,0.010016026,0.010016026
CARLOS C 2013 SCI REP,0.048155097,0.031894934,0.015634772,0.235146967,0.015634772,0.015634772,0.015634772,0.015634772,0.023764853,0.040025016,0.031894934,0.015634772,0.015634772,0.056285178,0.088805503,0.040025016,0.031894934,0.015634772,0.031894934,0.031894934,0.015634772,0.015634772,0.031894934,0.015634772,0.023764853
CARLOS C 2014 PLOS ONE,0.023016354,0.030890369,0.030890369,0.259236826,0.023016354,0.015142338,0.023016354,0.08600848,0.015142338,0.030890369,0.038764385,0.023016354,0.038764385,0.023016354,0.054512417,0.015142338,0.030890369,0.015142338,0.023016354,0.023016354,0.038764385,0.015142338,0.015142338,0.054512417,0.030890369
CARLOS C 2017 CURR GENET,0.032422123,0.024157661,0.015893198,0.305149396,0.015893198,0.032422123,0.024157661,0.032422123,0.032422123,0.015893198,0.032422123,0.032422123,0.015893198,0.015893198,0.024157661,0.015893198,0.048951049,0.015893198,0.015893198,0.040686586,0.024157661,0.032422123,0.024157661,0.0820089,0.032422123
CARLOS-JUNIOR LA 2015 ECOL EVOL,0.011584801,0.011584801,0.011584801,0.011584801,0.035681186,0.047729379,0.017608897,0.126042632,0.011584801,0.011584801,0.011584801,0.02965709,0.023632994,0.011584801,0.023632994,0.023632994,0.011584801,0.017608897,0.011584801,0.294717331,0.017608897,0.035681186,0.089898054,0.017608897,0.041705283
CARLOS-JUNIOR LA 2015 MAR ENVIRON RES,0.012019231,0.018269231,0.018269231,0.012019231,0.018269231,0.018269231,0.012019231,0.155769231,0.012019231,0.037019231,0.043269231,0.037019231,0.049519231,0.012019231,0.018269231,0.030769231,0.018269231,0.018269231,0.018269231,0.199519231,0.024519231,0.012019231,0.155769231,0.012019231,0.018269231
CARLOS-JUNIOR LA 2019 DIVERS DISTRIB,0.010068466,0.015304068,0.010068466,0.051953282,0.015304068,0.010068466,0.015304068,0.025775272,0.015304068,0.04671768,0.256141764,0.025775272,0.057188884,0.015304068,0.057188884,0.062424487,0.010068466,0.025775272,0.010068466,0.051953282,0.015304068,0.010068466,0.031010874,0.02053967,0.104309303
CARMINATTO AA 2020 ECOL INDIC,0.009567547,0.009567547,0.019517796,0.009567547,0.059318791,0.064293915,0.009567547,0.049368542,0.014542671,0.02449292,0.258323766,0.019517796,0.029468044,0.014542671,0.074244164,0.029468044,0.014542671,0.014542671,0.019517796,0.02449292,0.014542671,0.059318791,0.02449292,0.019517796,0.049368542
CARNEIRO CARVALHO LM 2019 BOL INST PESCA,0.01317176,0.020021075,0.08166491,0.01317176,0.02687039,0.01317176,0.02687039,0.020021075,0.020021075,0.02687039,0.095363541,0.01317176,0.01317176,0.01317176,0.061116965,0.020021075,0.06796628,0.198103267,0.01317176,0.05426765,0.020021075,0.01317176,0.033719705,0.01317176,0.05426765
CARNEIRO PEREIRA LC 2003 J COAST RES,0.02102933,0.03541782,0.013835086,0.02102933,0.013835086,0.11455451,0.042612064,0.013835086,0.02102933,0.013835086,0.03541782,0.02102933,0.013835086,0.049806309,0.02102933,0.071389043,0.172108467,0.078583287,0.013835086,0.02102933,0.028223575,0.071389043,0.013835086,0.013835086,0.028223575
CARNEIRO-SCHAEFER AL 2017 BOL INST PESCA,0.067214339,0.086631815,0.086631815,0.057505601,0.01867065,0.01867065,0.01867065,0.01867065,0.076923077,0.047796863,0.01867065,0.01867065,0.028379388,0.01867065,0.038088125,0.057505601,0.038088125,0.038088125,0.01867065,0.086631815,0.028379388,0.028379388,0.028379388,0.01867065,0.01867065
CARPES RM 2013 GENET MOL RES,0.024358974,0.249358974,0.024358974,0.091025641,0.032692308,0.057692308,0.016025641,0.016025641,0.016025641,0.024358974,0.016025641,0.024358974,0.016025641,0.032692308,0.016025641,0.024358974,0.049358974,0.016025641,0.024358974,0.041025641,0.016025641,0.024358974,0.016025641,0.024358974,0.074358974
CARPES RM 2020 J APPL TOXICOL,0.018384132,0.251088534,0.018384132,0.074987905,0.012094823,0.02467344,0.012094823,0.018384132,0.018384132,0.012094823,0.02467344,0.018384132,0.02467344,0.018384132,0.037252056,0.018384132,0.037252056,0.030962748,0.012094823,0.131591679,0.030962748,0.018384132,0.018384132,0.049830672,0.018384132
CARPES RM 2020 J PHARM PHARMACOL,0.012171373,0.259006816,0.018500487,0.018500487,0.050146056,0.012171373,0.012171373,0.05647517,0.018500487,0.012171373,0.012171373,0.012171373,0.012171373,0.018500487,0.018500487,0.012171373,0.037487829,0.012171373,0.012171373,0.195715677,0.024829601,0.024829601,0.018500487,0.024829601,0.069133398
CARPINELLI AN 2020 ZOOTAXA,0.040025016,0.040025016,0.015634772,0.031894934,0.015634772,0.015634772,0.015634772,0.015634772,0.06441526,0.015634772,0.023764853,0.023764853,0.015634772,0.015634772,0.015634772,0.048155097,0.040025016,0.056285178,0.015634772,0.145716073,0.072545341,0.015634772,0.023764853,0.080675422,0.121325829
CARRILHO CD 2018 OCEAN COASTAL MANAGE,0.038967611,0.025809717,0.032388664,0.012651822,0.019230769,0.012651822,0.019230769,0.052125506,0.012651822,0.012651822,0.032388664,0.012651822,0.025809717,0.019230769,0.012651822,0.025809717,0.025809717,0.019230769,0.019230769,0.038967611,0.019230769,0.065283401,0.012651822,0.012651822,0.36791498
CARVALHO MS 2016 HELGOLAND MAR RES,0.016722408,0.112374582,0.02541806,0.016722408,0.155852843,0.016722408,0.02541806,0.016722408,0.138461538,0.016722408,0.02541806,0.051505017,0.034113712,0.034113712,0.016722408,0.016722408,0.042809365,0.02541806,0.02541806,0.02541806,0.034113712,0.02541806,0.016722408,0.042809365,0.016722408
CARVALHO NF 2018 HYDROBIOLOGIA,0.024216524,0.011870845,0.024216524,0.011870845,0.018043685,0.018043685,0.011870845,0.011870845,0.011870845,0.252611586,0.234093067,0.011870845,0.018043685,0.011870845,0.024216524,0.011870845,0.104463438,0.011870845,0.011870845,0.024216524,0.011870845,0.018043685,0.011870845,0.018043685,0.024216524
CARVALHO CO 2020 ZOOLOGY,0.02102933,0.028223575,0.013835086,0.013835086,0.02102933,0.013835086,0.013835086,0.013835086,0.215273935,0.013835086,0.013835086,0.013835086,0.042612064,0.03541782,0.013835086,0.013835086,0.013835086,0.013835086,0.013835086,0.02102933,0.280022136,0.013835086,0.028223575,0.064194798,0.02102933
CARVALHO RC 2013 J COAST CONSERV,0.023921201,0.011726079,0.01782364,0.023921201,0.01782364,0.048311445,0.042213884,0.133677298,0.023921201,0.030018762,0.011726079,0.011726079,0.01782364,0.097091932,0.036116323,0.011726079,0.011726079,0.097091932,0.011726079,0.01782364,0.01782364,0.01782364,0.01782364,0.011726079,0.225140713
CARVALHO-FILHO A 2009 ZOOTAXA,0.020458265,0.020458265,0.031096563,0.031096563,0.105564648,0.020458265,0.020458265,0.031096563,0.116202946,0.020458265,0.020458265,0.073649755,0.063011457,0.020458265,0.031096563,0.031096563,0.020458265,0.020458265,0.020458265,0.020458265,0.126841244,0.020458265,0.031096563,0.041734861,0.020458265
CARVALHO-FILHO A 2013 NEOTROP ICHTHYOL,0.015508685,0.023573201,0.047766749,0.023573201,0.055831266,0.023573201,0.031637717,0.023573201,0.217121588,0.015508685,0.047766749,0.023573201,0.023573201,0.023573201,0.031637717,0.039702233,0.015508685,0.023573201,0.031637717,0.023573201,0.039702233,0.015508685,0.071960298,0.063895782,0.023573201
CARVALHO-FILHO A 2016 ZOOTAXA,0.029827316,0.019623234,0.019623234,0.019623234,0.029827316,0.029827316,0.029827316,0.019623234,0.295133438,0.019623234,0.019623234,0.18288854,0.019623234,0.029827316,0.019623234,0.019623234,0.019623234,0.019623234,0.019623234,0.019623234,0.019623234,0.019623234,0.019623234,0.019623234,0.019623234
CARVALHO-FILHO A 2020 ZOOTAXA,0.019623234,0.019623234,0.019623234,0.019623234,0.019623234,0.019623234,0.019623234,0.019623234,0.213500785,0.019623234,0.029827316,0.203296703,0.019623234,0.029827316,0.019623234,0.029827316,0.019623234,0.029827316,0.019623234,0.019623234,0.029827316,0.019623234,0.019623234,0.070643642,0.029827316
CASAL G 2008 ACTA PROTOZOOL,0.04035309,0.015762926,0.04035309,0.081336696,0.015762926,0.023959647,0.04035309,0.015762926,0.138713745,0.04035309,0.023959647,0.023959647,0.015762926,0.04035309,0.04035309,0.064943253,0.048549811,0.032156368,0.023959647,0.023959647,0.023959647,0.015762926,0.056746532,0.064943253,0.015762926
CASSOLA GE 2016 MAR POLLUT BULL,0.023573201,0.08808933,0.015508685,0.080024814,0.031637717,0.080024814,0.023573201,0.015508685,0.031637717,0.031637717,0.063895782,0.039702233,0.023573201,0.031637717,0.023573201,0.023573201,0.063895782,0.063895782,0.023573201,0.015508685,0.055831266,0.015508685,0.039702233,0.015508685,0.063895782
CASTELAR B 2015 AQUACULTURE,0.021978022,0.026442308,0.008585165,0.021978022,0.013049451,0.035370879,0.013049451,0.102335165,0.013049451,0.071085165,0.008585165,0.008585165,0.017513736,0.008585165,0.017513736,0.017513736,0.008585165,0.008585165,0.013049451,0.209478022,0.013049451,0.008585165,0.057692308,0.039835165,0.209478022
"CASTELLO-BRANCO C, 2014, MARINE BIODIVERSITY RECORDS",0.045617174,0.045617174,0.02236136,0.045617174,0.080500894,0.02236136,0.02236136,0.02236136,0.103756708,0.02236136,0.033989267,0.045617174,0.02236136,0.02236136,0.033989267,0.02236136,0.02236136,0.033989267,0.02236136,0.080500894,0.033989267,0.033989267,0.057245081,0.02236136,0.045617174
CASTILHO WESTPHAL GG 2016 BRAZ J OCEANOGR,0.13127591,0.023491479,0.011515431,0.011515431,0.017503455,0.011515431,0.065407646,0.119299862,0.011515431,0.011515431,0.011515431,0.011515431,0.04145555,0.017503455,0.011515431,0.047443574,0.011515431,0.023491479,0.011515431,0.209120221,0.017503455,0.029479503,0.035467526,0.023491479,0.04145555
CASTRO CB 2001 BULL MAR SCI,0.06441526,0.015634772,0.023764853,0.040025016,0.023764853,0.015634772,0.088805503,0.040025016,0.048155097,0.113195747,0.023764853,0.06441526,0.015634772,0.040025016,0.023764853,0.015634772,0.06441526,0.023764853,0.023764853,0.040025016,0.023764853,0.023764853,0.040025016,0.015634772,0.06441526
CASTRO CB 2010 J NAT HIST,0.020032051,0.103365385,0.030448718,0.020032051,0.051282051,0.020032051,0.020032051,0.020032051,0.186698718,0.020032051,0.020032051,0.030448718,0.020032051,0.020032051,0.020032051,0.020032051,0.061698718,0.020032051,0.030448718,0.030448718,0.020032051,0.051282051,0.092948718,0.030448718,0.020032051
CASTRO CB 2012 BRAZ J OCEANOGR,0.01344809,0.01344809,0.048413125,0.027434104,0.027434104,0.027434104,0.01344809,0.020441097,0.01344809,0.118343195,0.020441097,0.027434104,0.01344809,0.188273265,0.034427111,0.097364174,0.048413125,0.01344809,0.01344809,0.01344809,0.01344809,0.020441097,0.041420118,0.020441097,0.027434104
CAVALCANTE KP 2018 BRAZ J BOT,0.093149038,0.085336538,0.015024038,0.046274038,0.030649038,0.022836538,0.015024038,0.046274038,0.085336538,0.061899038,0.022836538,0.022836538,0.022836538,0.022836538,0.093149038,0.022836538,0.054086538,0.015024038,0.015024038,0.038461538,0.015024038,0.015024038,0.054086538,0.015024038,0.022836538
CAVALCANTI CONI EO 2013 ENVIRON BIOL FISHES,0.010864841,0.022164276,0.022164276,0.010864841,0.033463711,0.016514559,0.033463711,0.039113429,0.016514559,0.061712299,0.095610604,0.022164276,0.061712299,0.016514559,0.016514559,0.010864841,0.253802694,0.010864841,0.061712299,0.044763146,0.016514559,0.010864841,0.027813994,0.027813994,0.016514559
CAVALCANTI DOS SANTOS DH 2010 ACTA BOT BRAS,0.013262599,0.047745358,0.020159151,0.040848806,0.033952255,0.013262599,0.020159151,0.027055703,0.033952255,0.013262599,0.102917772,0.013262599,0.027055703,0.027055703,0.289124668,0.033952255,0.020159151,0.013262599,0.013262599,0.013262599,0.020159151,0.033952255,0.020159151,0.027055703,0.027055703
CAVALCANTI FF 2013 MAR ECOL -EVOL PERSP,0.018384132,0.112723754,0.012094823,0.018384132,0.012094823,0.081277213,0.012094823,0.037252056,0.02467344,0.018384132,0.037252056,0.012094823,0.119013062,0.012094823,0.012094823,0.087566522,0.012094823,0.030962748,0.02467344,0.100145138,0.037252056,0.062409289,0.018384132,0.030962748,0.037252056
CAVALCANTI GS 2013 CONT SHELF RES,0.038461538,0.025303644,0.025303644,0.077935223,0.025303644,0.025303644,0.051619433,0.038461538,0.038461538,0.025303644,0.077935223,0.025303644,0.077935223,0.038461538,0.077935223,0.025303644,0.025303644,0.025303644,0.025303644,0.025303644,0.051619433,0.025303644,0.025303644,0.025303644,0.051619433
CAVALCANTI GS 2014 ISME J,0.28001628,0.036630037,0.015466015,0.131868132,0.031339031,0.063085063,0.031339031,0.015466015,0.01017501,0.041921042,0.015466015,0.01017501,0.041921042,0.015466015,0.052503053,0.020757021,0.01017501,0.015466015,0.026048026,0.01017501,0.015466015,0.01017501,0.015466015,0.01017501,0.036630037
CAVALCANTI T 2019 MAR BIODIVERS,0.041370394,0.066580478,0.024563672,0.024563672,0.01616031,0.032967033,0.032967033,0.024563672,0.251454428,0.01616031,0.024563672,0.01616031,0.024563672,0.01616031,0.024563672,0.024563672,0.032967033,0.117000646,0.024563672,0.01616031,0.032967033,0.024563672,0.024563672,0.01616031,0.024563672
CEDRO VR 2011 BIOTA NEOTROP,0.020458265,0.031096563,0.020458265,0.020458265,0.020458265,0.020458265,0.020458265,0.041734861,0.307692308,0.020458265,0.020458265,0.052373159,0.020458265,0.020458265,0.020458265,0.041734861,0.041734861,0.073649755,0.020458265,0.020458265,0.020458265,0.020458265,0.031096563,0.020458265,0.020458265
CEDRO VR 2013 J NAT HIST,0.033530572,0.076265615,0.016436555,0.016436555,0.033530572,0.033530572,0.042077581,0.016436555,0.153188692,0.042077581,0.016436555,0.016436555,0.024983563,0.024983563,0.016436555,0.016436555,0.033530572,0.10190664,0.016436555,0.033530572,0.024983563,0.076265615,0.016436555,0.024983563,0.067718606
CERETTA BF 2020 PERSPECT ECOL CONSERV,0.01975052,0.04002079,0.01975052,0.012993763,0.012993763,0.012993763,0.01975052,0.175155925,0.01975052,0.033264033,0.012993763,0.080561331,0.053534304,0.012993763,0.012993763,0.01975052,0.01975052,0.01975052,0.033264033,0.01975052,0.046777547,0.012993763,0.01975052,0.01975052,0.235966736
CHAABANE A 2016 PEERJ,0.016994633,0.022808587,0.01118068,0.12745975,0.063506261,0.01118068,0.051878354,0.022808587,0.150715564,0.022808587,0.022808587,0.02862254,0.01118068,0.022808587,0.016994633,0.01118068,0.016994633,0.01118068,0.016994633,0.016994633,0.14490161,0.01118068,0.069320215,0.046064401,0.01118068
