,PAPER_ID,Year,Title,Keywords,Abstract,SR,cr_title,cr_doi,cr_author,cr_journal,cr_score,cr_scoreauthor
198,BERNAL MA 2011 ZOOTAXA,2011,ACANTHURUS TRACTUS POEY 1860 A VALID WESTERN ATLANTIC SPECIES OF  SURGEONFISH TELEOSTEI ACANTHURIDAE DISTINCT FROM ACANTHURUS BAHIANUS  CASTELNAU 1855,CARIBBEAN BRAZIL AMAZON BARRIER BIOGEOGRAPHY MTDNA REEF-FISH ASSEMBLAGES SUBSTITUTION BIOGEOGRAPHY SPECIATION BRAZIL DNA,THE OCEAN SURGEONFISH ACANTHURUS BAHIANUS HAS BEEN HISTORICALLY  RECORDED FROM BERMUDA AND MASSACHUSETTS TO SOUTHERN BRAZIL AND THE  ISLANDS OF THE CENTRAL ATLANTIC. WE HAVE FOUND THAT INDIVIDUALS IN THE  SOUTHWESTERN AND CENTRAL ATLANTIC CONSISTENTLY HAVE A POSTERIOR BRIGHT  YELLOW MARGIN ON THE CAUDAL FIN AND AN ORANGE/RED MARGIN ON THE DORSAL  FIN. THIS COLORATION IS DIFFERENT FROM THE CHARACTERISTIC WHITE/BLUE FIN  MARGINS ON INDIVIDUALS FROM THE NORTHWESTERN ATLANTIC. IN ADDITION  THERE IS A CLEAR GENETIC DISTINCTION D= 2.4\% MTDNA CYTB BETWEEN  THESE TWO LINEAGES. WITH THE CORROBORATING COLORATION AND GENETIC  DIFFERENCES WE SUGGEST THAT THESE TWO LINEAGES REPRESENT DISTINCT  SPECIES. THE SOUTH ATLANTIC SPECIES RETAINS THE NAME OF A. BAHIANUS AND  WE PROPOSE TO RESURRECT A. TRACTUS POEY 1860 AS THE VALID NAME FOR THE  NORTHWESTERN ATLANTIC SPECIES.,BERNAL MA 2011 ZOOTAXA,"Acanthurus tractus Poey, 1860, a valid western Atlantic species of surgeonfish (Teleostei, Acanthuridae), distinct from Acanthurus bahianus Castelnau, 1855",10.11646/zootaxa.2905.1.5,BERNAL,Zootaxa,0.941935483870968,1
1510,SANTANA W 2004 J PLANKTON RES,2004,LARVAL STAGES OF STENOCIONOPS FURCATUS OLIVIER 1791 DECAPODA   BRACHYURA  MAJOIDEA AND A REAPPRAISAL OF LARVAL MORPHOLOGICAL  CHARACTERS FOR MITHRACIDAE,NA LABORATORY DECAPODA ZOEAL STAGES MAJIDAE CRUSTACEA,STENOCIONOPS FURCATUS IS A SPIDER CRAB FOUND IN THE WESTERN ATLANTIC  FROM GEORGIA USA TO RIO GRANDE DO SUL BRAZIL ON SAND CORAL ROCKS OR  MUD BOTTOMS FROM THE INTERTIDAL ZONE TO 180 M. WE DESCRIBE ALL  LABORATORY-REARED LARVAL STAGES OF S. FURCATUS OBTAINED FROM THE  NORTHERN COAST OF SAO PAULO STATE BRAZIL AND COMPARE OUR DATA WITH  EXISTING LARVAL DESCRIPTIONS FOR THE GENUS AND OTHER MITHRACIDS. THE  LARVAL DEVELOPMENT OF S. FURCATUS CONSISTS OF TWO ZOEAL STAGES AND ONE  MEGALOPA. THE DURATIONS OF THE FIRST AND SECOND ZOEAL STAGE WERE SIMILAR  TO4 AND 5 DAYS RESPECTIVELY THE MEGALOPA APPEARING 10-18 DAYS AFTER  HATCHING. OUR RESULTS SHOW THAT THE ZOEAE OF S. FURCATUS DIFFER FROM  THOSE OF OTHER MITHRACIDAE BY POSSESSING FOUR SETAE ON THE PROXIMAL LOBE  OF THE COXAL ENDITE OF THE MAXILLA INSTEAD OF FIVE AND BY THE PRESENCE  OF MID-DORSAL SETAE ON THE THIRD ABDOMINAL SOMITE IN THE SECOND ZOEAL  STAGE WHICH ARE LACKING IN OTHER MITHRACIDS. LARVAL DESCRIPTIONS FOR  STENOCIONOPS IN TWO PREVIOUS PUBLICATIONS WERE ATTRIBUTED TO THE  SUBSPECIES S. FURCATUS COELATUS FROM THE CARIBBEAN. LARVAE FROM  BRAZILIAN WATERS CLOSELY RESEMBLE ONE OF THESE ACCOUNTS SUGGESTING THAT  THIS TAXON EXTENDS BEYOND THE WEST INDIES AND THAT THE OTHER DESCRIPTION  REPRESENTS LARVAE OF S. FURCATUS FURCATUS. ADDITIONAL MORPHOLOGICAL  DETAILS NOT AVAILABLE PREVIOUSLY ARE PROVIDED.,SANTANA W 2004 J PLANKTON RES,"Larval stages of Stenocionops furcatus (Olivier, 1791) (Decapoda: Brachyura: Majoidea) and a reappraisal of larval morphological characters for Mithracidae",10.1093/plankt/fbh082,Santana,Journal of Plankton Research,0.941935483870968,1
9,AFFONSO PRAD 2002 CARYOLOGIA,2002,CLOSE KARYOTYPICAL RELATIONSHIP BETWEEN TWO SPECIES OF MARINE  ANGELFISHES FROM SOUTH ATLANTIC POMACANTHUS ARCUATUS AND P.PARU  PERCIFORMES POMACANTHIDAE,POMACANTHIDAE CYTOGENETICS CHROMOSOMES NORS REEF FISH PERCIFORMES NUCLEOLUS ORGANIZER REGIONS FISH HYBRIDIZATION VARIABILITY PISCES,SEVERAL CYTOGENETICAL STUDIES ON MARINE PERCIFORMES HAVE DEMONSTRATED A  CONSERVATIVE CHROMOSOMAL PATTERN. DESPITE OF SOME EXCEPTIONS EVEN MORE  SPECIALIZED GROUPS SUCH AS THOSE FROM CORAL REEFS HAVE FOLLOWED THIS  TREND. NEVERTHELESS THE NUMBER OF KARYOTYPICAL INFORMATION ON FISH FROM  THIS ENVIRONMENT IS RELATIVELY REDUCED. IN THIS WORK CYTOGENETICAL DATA  WERE OBTAINED FROM TWO SPECIES OF FAMILY POMACANTHIDAE PERCIFORMES  WIDESPREAD THROUGHOUT THE BRAZILIAN COAST AND ASSOCIATED TO REEFS  POMACANTHUS PARU AND P. ARCUATUS. BOTH SPECIES HAVE THE SAME CHROMOSOMAL  CONSTITUTION. THE RESPECTIVE KARYOTYPES ARE COMPOSED BY ONE  SUBTELOCENTRIC PAIR AND 23 ACROCENTRIC PAIRS 2N=48. SINGLE NORS ARE  LOCATED ON SHORT ARMS OF THE SUBTELOCENTRIC PAIR. HETEROCHROMATIC BLOCKS  ARE RESTRICTED TO CENTROMERES AND NORS. AN ACCENTUATED NOR SIZE  HETEROMORPHISM BETWEEN HOMOLOGOUS WAS DETECTED AND ANALYSES BY  CHROMOMYCIN A3 DEMONSTRATED THAT IT CAN BE ATTRIBUTED TO STRUCTURAL  CHROMOSOME DIFFERENCES. A MODEL OF NOR EVOLUTION IN POMACANTHUS IS  PROPOSED BY PERICENTRIC INVERSION. FINALLY THE HIGH LEVEL OF  RESEMBLANCE BETWEEN KARYOTYPES FROM BOTH SPECIES INDICATES THEIR CLOSE  PHYLOGENETIC RELATIONSHIP AND DIVERGES ALTHOUGH SLIGHTLY FROM THE  CYTOGENETICAL PATTERN SO FAR DESCRIBED FOR POMACANTHIDAE  REPRESENTATIVES.,AFFONSO PRAD 2002 CARYOLOGIA,"Close karyotypical relationship between two species of marine angelfishes from South Atlantic:Pomacanthus arcuatusandP. paru(Perciformes, Pomacanthidae)",10.1080/00087114.2002.10797883,Affonso,Caryologia,0.941176470588235,1
598,ERNST I 2000 SYST PARASITOL,2000,THREE NEW SPECIES OF POLYCLITHRUM ROGERS 1967 GYRODACTYLIDAE   MONOGENEA FROM MUGILID FISHES FROM AUSTRALIA AND BRAZIL WITH A  REDESCRIPTION OF P-MUGILINI ROGERS 1967,NA POPULATIONS CEPHALUS MULLET PISCES,POLYCLITHRUM MUGILINI ROGERS 1967 A PARASITE OF MUGIL CEPHALUS  LINNAEUS IS REDESCRIBED FROM TYPE-MATERIAL FROM LAKE SEMINOLE GEORGIA  USA. THREE NEW SPECIES OF POLYCLITHRUM ROGERS 1967 ARE ALSO DESCRIBED  P. ALBERTI N. SP. FROM M. CEPHALUS FROM THE ALBERT RIVER QUEENSLAND  AUSTRALIA P. BOEGERI N. SP. FROM M. PLATANUS GUNTHER FROM RIO DA  GUARDA STATE OF RIO DE JANEIRO BRAZIL AND P. CORALLENSE N. SP. FROM  M. CEPHALUS FROM HERON ISLAND GREAT BARRIER REEF AUSTRALIA. THE FOUR  SPECIES CAN BE DISTINGUISHED BY THE SIZE AND SHAPE OF HAPTORAL  SCLERITES BUT IN PARTICULAR BY ACCESSORY BAR NUMBER 3 THE DORSAL BAR  THE MARGINAL HOOKS AND THE HAMULUS POINT TO SHAFT ANGLE. THE VALIDITY OF  MICROPOLYCLITHRUM PARVUM SKINNER 1975 A PARASITE OF M. CEPHALUS IN  BISCAYNE BAY FLORIDA IS DISCUSSED AND A KEY TO THE SPECIES OF  POLYCLITHRUM IS PRESENTED.,ERNST I 2000 SYST PARASITOL,"Three new species of Polyclithrum Rogers, 1967 (Gyrodactylidae: Monogenea) from mugilid fishes from Australia and Brazil, with a redescription of P. mugilini Rogers, 1967",10.1023/a:1006285425710,Ernst,Systematic Parasitology,0.941176470588235,1
793,GONDIM AI 2018 MAR BIOL RES,2018,REDISCOVERY OF THE POORLY KNOWN SEA URCHIN CENTROSTEPHANUS LONGISPINUS  RUBICINGULUS HL CLARK 1921 ECHINODERMATA ECHINOIDEA DIADEMATIDAE  ON THE CONTINENTAL SHELF OF BRAZIL WITH NOTES ON ITS MORPHOLOGY AND  SYNONYMY,ANDREY GEBRUK ECHINODERMS SEA URCHINS DIADEMATID SOUTHWEST ATLANTIC DISTRIBUTION NEW-SOUTH-WALES RODGERSII CHROMATOPHORES PHYLOGENY CORONATUS ABUNDANCE DENSITY REEF,THE SEA URCHIN CENTROSTEPHANUS LONGISPINUS RUBICINGULUS WAS REDISCOVERED  ON THE CONTINENTAL SHELF OF BRAZIL. THE SUBSPECIES WAS MERELY RECORDED  IN 1955 WHEN BERNASCONI DESCRIBED CENTROSTEPHANUS BESNARDI A SYNONYM  OF C. LONGISPINUS RUBICINGULUS ON THE BASIS OF TWO SPECIMENS COLLECTED  AT TRINDADE ISLAND STATE OF ESPIRITO SANTO. THIS IS THE FIRST RECORD  OF THIS SUBSPECIES FOR NORTHEASTERN BRAZIL STATE OF RIO GRANDE DO  NORTE. A DESCRIPTION IS PROVIDED ALONG WITH COMMENTS ON MORPHOLOGY AND  SYNONYMY ILLUSTRATIONS OF DIAGNOSTIC CHARACTERS AND FOR THE FIRST  TIME SEM FIGURES OF THE PEDICELLARIAE OF C. LONGISPINUS RUBICINGULUS.  AN EXTENDED LIST OF SYNONYMS FOR THE GENUS AND SPECIES IS INCLUDED. THIS  RECORD RAISES THE NUMBER OF ECHINOIDS KNOWN FROM NORTHEASTERN BRAZIL TO  32 SPECIES.,GONDIM AI 2018 MAR BIOL RES,"Rediscovery of the poorly known sea urchinCentrostephanus longispinus rubicingulus(H.L. Clark, 1921) (Echinodermata, Echinoidea, Diadematidae) on the continental shelf of Brazil, with notes on its morphology and synonymy",10.1080/17451000.2018.1529414,Gondim,Marine Biology Research,0.940909090909091,1
17,ALITTO RAS 2018 ZOOTAXA,2018,SHALLOW-WATER BRITTLE STARS ECHINODERMATA OPHIUROIDEA FROM ARACA BAY  SOUTHEASTERN BRAZIL WITH SPATIAL DISTRIBUTION CONSIDERATIONS,MARINE DIVERSITY ARM VERTEBRAE ZYGOSPONDYLOUS JOINT STREPTOSPONDYLOUSJOINT LATERAL ARM PLATE INTERACTIVE ELECTRONIC KEY AMPHIPHOLIS-SQUAMATA ECHINODERMATA HEMIPHOLIS-ELONGATA SAYOPHIACTIS-SAVIGNYI CORAL-REEFS SYSTEMATIC POSITION NORTHERNPATAGONIA TEMPORAL VARIATION CONTINENTAL-SHELF ATLANTIC REPRODUCTION,THE DETAILED STUDY OF ARM OSSICLES PARTICULARLY THE LATERAL ARM PLATES  IS PROVIDING VALUABLE INFORMATION IN THE ELUCIDATION OF OPHIUROID  TAXONOMY. THE PRESENT STUDY DESCRIBES IN DETAIL 16 SPECIES OF BRITTLE  STARS FROM ARACA BAY BRAZIL. THIS INFORMATION IS USED TO CONSTRUCT THE  FIRST INTERACTIVE ELECTRONIC KEY PROVIDING A VALUABLE RESOURCE FOR A  BROAD RANGE OF RESEARCHERS. BRITTLE STARS FAMILIES WERE DIVIDED INTO  THREE GROUPS BASED ON THEIR SPATIAL DISTRIBUTION I INFAUNAL SPECIES OF  INTERTIDAL AND SHALLOW SUBTIDAL BELONGING TO AMPHIURIDAE AND  OPHIACTIDAE II EPIZOIC SPECIES BELONGING TO AMPHIURIDAE OPHIACTIDAE  AND OPHIOTRICHIDAE AND III EPIFAUNAL SPECIES OF THE SUBTIDAL BELONGING  TO OPHIODERMATIDAE AND HEMIEURYALIDAE. IN THE GLOBAL CONTEXT OF RECENT  REVISIONS OF OPHIUROID TAXONOMY THE PRESENT WORK PROVIDES ADDITIONAL  CHARACTERS FOR USE IN FUTURE PHYLOGENETIC STUDIES.,ALITTO RAS 2018 ZOOTAXA,"Shallow-water brittle stars (Echinodermata: Ophiuroidea) from Araçá Bay (Southeastern Brazil), with spatial distribution considerations",10.11646/zootaxa.4405.1.1,ALITTO,Zootaxa,0.940740740740741,1
1104,MAYAL EM 2009 BRAZ ARCH BIOL TECHNOL,2009,HYDROLOGY PLANKTON AND CORALS OF THE MARACAJAU REEFS NORTHEASTERN  BRAZIL - AN ECOSYSTEM UNDER SEVERE THERMAL STRESS,CORAL REEFS HYDROLOGY PLANKTON THERMAL STRESS HUMAN IMPACTS COMMUNITY DIVERSITY ECOLOGY,THIS STUDY PROVIDES BASELINE INFORMATION ON THE HYDROLOGICAL CONDITIONS  AND ON THE CORAL AND PLANKTON COMMUNITIES AT THE MARACAJAU REEF  ECOSYSTEM NORTHEASTERN BRAZIL. STUDIES WERE PERFORMED FROM FEBRUARY TO  JUNE 2000 COVERING THE TRANSITION FROM DRY TO RAINY SEASON. IN THIS  AREA THERE IS AN OFFSHORE CORAL REEF FORMATION WHERE CORALS WERE  OBSERVED IN LOCO THE WATER SAMPLES WERE COLLECTED TO OBTAIN THE  HYDROLOGICAL AND PLANKTON DATA. SIX SCLERACTINIAN SPECIES WERE  IDENTIFIED. STABLE ISOTOPE ANALYSIS ON THE CARBONATE FRACTION OF FAVIA  GRAVIDA FRAGMENTS SHOWED THAT THESE CORALS WERE UNDER SEVERE THERMAL  STRESS. CHLOROPHYLL-A VARIED FROM 1.1 TO 9.3 MG M-3 WITH HIGHER  VALUES DURING THE RAINY SEASON. AVERAGE ZOOPLANKTON WET WEIGHT BIOMASS  WERE 117.0 MICROZOOPLANKTON AND 15.7 MG M-3 MESOZOOPLANKTON. A  TOTAL OF 136 PHYTOPLANKTON AND 61 ZOOPLANKTON TAXA WERE IDENTIFIED.  SEASONAL FORCING DETERMINED THE PHYTO-MICRO- AND MESOZOOPLANKTON  COMMUNITY STRUCTURE RATHER THAN THE COASTAL-OFFSHORE GRADIENT.,MAYAL EM 2009 BRAZ ARCH BIOL TECHNOL,"Hydrology, plankton, and corals of the Maracajaú reefs (Northeastern Brazil): an ecosystem under severe thermal stress",10.1590/s1516-89132009000300019,Mayal,Brazilian Archives of Biology and Technology,0.940677966101695,1
1588,SHINOZAKI-MENDES RA 2013 BRAZ J BIOL,2013,REPRODUCTIVE BIOLOGY OF HAEMULON PLUMIERI TELEOSTEI HAEMULIDAE IN  CEARA STATE NORTHEASTERN BRAZIL,REPRODUCTION FECUNDITY REEF FISH WHITE GRUNT COAST,THE HAEMULON PLUMIERI IS A TYPICAL REEF-ASSOCIATED AND TROPICAL SPECIES  FOUND IN WARM AND TEMPERATE WATERS OF THE WESTERN ATLANTIC. DUE TO THE  LARGE FISHING EFFORT DIRECTED TO H. PLUMIERI THE KNOWLEDGE ABOUT ITS  REPRODUCTIVE BIOLOGY IS ESSENTIAL FOR CORRECT STOCK MANAGEMENT AND  CONSERVATION. THE AIM OF THIS STUDY WAS TO CHARACTERISE REPRODUCTIVE  BIOLOGY WITH A FOCUS ON ITS SEASONAL VARIATION OF GONADAL MATURATION  STAGES FIRST MATURATION SIZE AND FECUNDITY. SPECIMENS WERE MONTHLY  COLLECTED AND A TOTAL OF 119 FEMALES AND 136 MALES WERE ANALYSED. THE  REPRODUCTIVE CYCLE OF HAEMULON PLUMIERI IS SEASONAL WITH HIGHER  ACTIVITY BETWEEN MARCH AND MAY. SIZE AT FIRST MATURITY L-50 WAS  ESTIMATED AT 16.86 AND 18.55 CM FOR FEMALES AND MALES RESPECTIVELY. THE  TOTAL FECUNDITY RANGED BETWEEN 17816 AND 120333 MATURE OOCYTES PER  FEMALE AND RELATIVE FECUNDITY WAS 235 +/- 63 OOCYTE. G-1 WHEREAS BATCH  FECUNDITY VARIED BETWEEN 20 AND 25\% FROM TOTAL FECUNDITY. SINCE THE  SPECIES IS WIDELY CAUGHT WE SUGGEST A CLOSED SEASON FROM MARCH TO MAY  AND TO ESTABLISH A MINIMUM CATCH SIZE OF 18.5 CM FOR BOTH SEXES SINCE  THERE IS NO EVIDENT SEXUAL DIMORPHISM.,SHINOZAKI-MENDES RA 2013 BRAZ J BIOL,"Reproductive biology of Haemulon plumieri (Teleostei: Haemulidae) in Ceará state, Northeastern Brazil",10.1590/s1519-69842013000200020,Shinozaki-Mendes,Brazilian Journal of Biology,0.940594059405941,1
1208,NASCIMENTO SM 2012 MAR POLLUT BULL,2012,OSTREOPSIS�CF.�OVATA�DINOPHYTA BLOOM IN AN EQUATORIAL ISLAND OF THE ATLANTIC OCEAN,SAINT PAUL'S ROCKS EPI-BENTHIC DINOFLAGELLATE SHARMFUL ALGAL BLOOMS OCEANIC ISLAND,"THE EPI-BENTHIC DINOFLAGELLATE�OSTREOPSIS�CF.�OVATA�FUKUYO HAS AN INCREASINGLY GLOBAL DISTRIBUTION. IN BRAZIL THERE ARE REPORTS OF�O. CF.�OVATAALONG THE COAST FROM 8�S TO 27�S LATITUDE AND BLOOMS HAVE BEEN REGISTERED ON THE RIO DE JANEIRO COASTLINE. IN THE CURRENT STUDY AN�O. CF.�OVATA�BLOOM IS REPORTED AT SAINT PAUL'S ROCKS 0�55'10""N 29�20'33""W BETWEEN THE SOUTHERN AND NORTHERN HEMISPHERES. THE ARCHIPELAGO IS NOT INHABITED AND NOT SUBJECTED TO EUTROPHICATION DUE TO ISOLATION AND SUSTAINS A NUMBER OF ENDEMIC SPECIES. THEREFORE BLOOMS OF�O. CF.�OVATAMAY POTENTIALLY CAUSE DEMISE TO TROPHIC CHAINS BY AFFECTING MARINE INVERTEBRATES AND VERTEBRATES.",NASCIMENTO SM 2012 MAR POLLUT BULL,Ostreopsis cf. ovata (Dinophyta) bloom in an equatorial island of the Atlantic Ocean,10.1016/j.marpolbul.2012.03.015,Nascimento,Marine Pollution Bulletin,0.94047619047619,1
1793,WOELKERLING WJ 2014 CARNETS GEOL,2014,HEYDRICHIA ? POIGNANTII SP NOV SPOROLITHACEAE SPOROLITHALES  RHODOPHYTA A 100 MILLION YEAR OLD FOSSIL CORALLINE RED ALGA FROM  NORTH-EASTERN BRAZIL AND A NEW HAUTERIVIAN RECORD OF SPOROLITHON FROM  SWITZERLAND,HEYDRICHIA SPOROLITHACEAE SPOROLITHON FOSSIL CORALLINE RED ALGAE BRAZIL SWITZERLAND HAUTERIVIAN ALBIAN CENOMANIAN GENUS BARRIER BASIN REASSESSMENT RHODOLITHS PHYLOGENY EVOLUTION TAXONOMY ISHIJIMA ACCOUNT,FOSSIL SPECIMENS OF HEYDRICHIA ? POIGNANTII SP. NOV. SPOROLITHACEAE  SPOROLITHALES RHODOPHYTA REPRESENTING THE FIRST CONFIRMATION OF THE  GENUS IN THE FOSSIL RECORD WERE DISCOVERED IN THIN SECTIONS OF ALBIAN  LIMESTONES FROM THE RIACHUELO FORMATION SERGIPE BASIN AND IN THIN  SECTIONS OF ALBIAN -CENOMANIAN LIMESTONES FROM THE PONTA DO MEL  FORMATION POTIGUAR BASIN IN NORTH-EASTERN BRAZIL. A DETAILED  MORPHOLOGICAL-ANATOMICAL ACCOUNT OF THE SPECIES IS PROVIDED AND ITS  PLACEMENT IN HEYDRICHIA IS DISCUSSED IN RELATION TO CURRENT  CLASSIFICATION PROPOSALS. COMPARISONS WITH THE FOUR OTHER KNOWN SPECIES  OF THE GENUS ALL NON-FOSSIL SHOW THAT H. POIGNANTII IS THE ONLY KNOWN  SPECIES OF HEYDRICHIA IN WHICH THALLI ARE ENCRUSTING TO SPARSELY WARTY  TO HORIZONTALLY LAYERED WITH OVERLAPPING LAMELLATE BRANCHES THAT  COMMONLY APPEAR VARIOUSLY CURVED OR ARCHED AND IN WHICH THALLI HAVE  SPORANGIAL COMPLEXES THAT BECOME BURIED IN THE THALLUS. THE EVOLUTIONARY  HISTORY OF HEYDRICHIA REMAINS UNCERTAIN BUT AVAILABLE DATA SUGGEST THAT  THE GENUS MAY HAVE DIVERGED FROM THE SPOROLITHACEAN GENUS SPOROLITHON  KNOWN AS EARLY AS HAUTERIVIAN TIMES C. 129.4-132.9 +/- 1 MA FROM SPAIN  AND NEWLY REPORTED HERE FROM SWITZERLAND OR IT MAY HAVE ARISEN FROM A  GRATICULACEAN ALGA SUCH AS GRATICULA DATING FROM MID-SILURIAN TIMES C.  427-435 MA. CURRENT DATA ALSO SUGGEST THAT HEYDRICHIA IS MORE LIKELY TO  HAVE ARRIVED IN BRAZIL FROM CENTRAL ATLANTIC WATERS THAN FROM HIGHER  LATITUDE SOUTH ATLANTIC WATERS. THIS IMPLIES THAT CURRENTLY LIVING  SPECIES IN SOUTHERN AFRICA PROBABLY AROSE LATER FROM ANCESTORS FURTHER  EQUATORWARD IN THE SOUTH ATLANTIC ALTHOUGH CONFIRMING STUDIES ARE  NEEDED. ALL NON-FOSSIL SPECIES OF HEYDRICHIA ARE KNOWN ONLY FROM THE  SOUTHERN HEMISPHERE.,WOELKERLING WJ 2014 CARNETS GEOL,"Heydrichia (?) poignantii, sp. nov. (Sporolithaceae, Sporolithales, Rhodophyta), a 100 million year old fossil coralline red alga from north-eastern Brazil, and a new Hauterivian record of Sporolithon from Switzerland",10.4267/2042/53736,Woelkerling,Carnets de géologie (Notebooks on geology),0.940092165898618,1
438,D'AGOSTINI DP 2015 J SEDIMENT RES,2015,MODERN MIXED CARBONATE-SILICICLASTIC ABROLHOS SHELF IMPLICATIONS FOR A  MIXED DEPOSITIONAL MODEL,NA GREAT-BARRIER-REEF SEDIMENT ACCUMULATION SEQUENCE STRATIGRAPHY INNER SHELF SEA LEVELS HOLOCENE MARGIN ARCHITECTURE AUSTRALIA PATTERNS,HIGH-RESOLUTION SEISMIC FACIES ANALYSIS AND STRATIGRAPHY OF A MIXED  CARBONATE-SILICICLASTIC SHELF YIELDS INSIGHTS INTO SEDIMENTATION  CONTROLLED BY INTERACTIONS AMONG CARBONATE PRODUCTION SILICICLASTIC  SEDIMENT SUPPLY AND CHANGES IN RELATIVE SEA LEVEL. HIGH-RESOLUTION  SEISMIC CORE AND SURFACE SAMPLES COLLECTED ALONG THE NORTHERN AREA OF  THE ABROLHOS SHELF BRAZIL INCLUDING THE INNER MIDDLE AND OUTER  SHELF CONSTRAIN THE GENESIS OF THE SHELF. TWO SETS OF SEISMIC SEQUENCES  WERE IDENTIFIED A PLEISTOCENE SEQUENCE AND PLEISTOCENE-HOLOCENE  SEQUENCE. A SUBAERIAL UNCONFORMITY FROM SUBAERIAL EXPOSURE DURING THE  LAST GLACIAL MAXIMUM SEPARATES THE TWO SEQUENCES. THE UPPER SEISMIC  SEQUENCE THE FOCUS OF THIS STUDY COMPRISES RETROGRADINGAGGRADING  TRANSGRESSIVE AND AGGRADING-PROGRADING REGRESSIVE SEISMIC  GEOMETRIES. CARBONATE SEDIMENTATION PREDOMINATED WITHIN THE LAST  POSTGLACIAL TRANSGRESSIVE PHASE. THE SUBSEQUENT REGRESSIVE PHASE WAS  DOMINATED BY NEARSHORE SILICICLASTIC SEDIMENTATION AT SHALLOW DEPTHS UP  TO SIMILAR TO 12 M. BELOW 12 M DEPTH A TRANSITION OCCURS TO MIXED  SILICICLASTIC-CARBONATE FACIES AND ULTIMATELY CARBONATE SEDIMENTATION  FARTHER OFFSHORE. SEISMIC DATA INDICATE THAT HOLOCENE NEARSHORE CORAL  REEF GROWTH WAS INFLUENCED BY THE POSITIVE ANTECEDENT RELIEF OF A  PLEISTOCENE REEF PLATFORM AND TERRIGENOUS SEDIMENTATION. ALTHOUGH  SILICICLASTICCARBONATE MIXED SEDIMENTATION HAS BEEN REPORTED IN OTHER  SUCCESSIONS DURING PERIODS OF REGRESSION SILICICLASTIC SEDIMENTATION IN  NORTHERN ABROLHOS SHELF IS LIMITED TO NEARSHORE SETTINGS RATHER THAN  BYPASSING THE SHELF.,D'AGOSTINI DP 2015 J SEDIMENT RES,The Modern Mixed Carbonate-Siliciclastic Abrolhos Shelf: Implications For A Mixed Depositional Model,10.2110/jsr.2015.08,D'agostini,Journal of Sedimentary Research,0.94,1
283,CANARIO R 2017 ZOOTAXA,2017,A NEW ASTEROCHERID GENUS COPEPODA SIPHONOSTOMATOIDA ASSOCIATED WITH  CALLYSPONGIA DUCHASSAING \& MICHELOTTI AND REASSESSMENT OF SIX SPECIES  OF ASTEROCHERES BOECK,ASSOCIATED COPEPOD PORIFERA SIPHONOSTOMATOIDA ASTEROCHERIDAE SCLERACTINIAN CORAL FAMILY ASTEROCHERIDAE INDO-PACIFIC BRAZIL SEA INVERTEBRATES PORIFERA WATER,THE FAMILY ASTEROCHERIDAE GIESBRECHT HAS SEVERAL GENERA ASSOCIATED WITH  SPONGES INCLUDING ASTEROCHERES BOECK 1859. THE TYPE GENUS IS COMMONLY  FOUND IN SPONGES BUT IT IS ALSO RECORDED IN ECHINODERMS BRYOZOANS AND  CORALS. A REVISION OF THE DIAGNOSIS OF ASTEROCHERES CONDUCTED IN 2010  WAS THE BEGINNING OF A REORGANIZATION PROCESS CULMINATING IN THE  PRESENT STATUS OF 63 VALID SPECIES. THIS STUDY DESCRIBES A NEW SPECIES  AND GENUS OF THE ASTEROCHERIDAE. NEOASTEROCHERES GEN. NOV. SHARES MANY  CHARACTERISTICS WITH ASTEROCHERES SENSU STRICTO EXCEPT FOR THE  ANTENNULE SEGMENTATION WHICH SHOWS ANCESTRAL SEGMENTS IX-XII FUSED TO  SEGMENT XIII. THE NEW SPECIES OF NEOASTEROCHERES GEN. NOV. WAS FOUND IN  ASSOCIATION WITH THE SPONGE CALLYSPONGIA SP. SAMPLED AT THE YATCH CLUB  BAY LOCATED IN TODOS-OS-SANTOS BAY SALVADOR CITY BAHIA STATE BRAZIL.  A REVISION OF THE ASTEROCHERES SENSU STRICTO INDICATES THAT A.  ENEWETAKENSIS HUMES 1997 A. DYSIDEAE HUMES 1996B A. HUMESI VARELA  2012 A. ROTUNDUS MALT 1991 A. SCUTATUS STOCK 1966 AND A. SERRULATUS  HUMES 1996A SHARE THIS FUSION AND THEREFORE SHOULD BE TRANSFERRED TO  THE NEW GENUS. A REDESCRIPTION OF NEOASTEROCHERES SERRULATUS N. COMB. IS  ALSO PROVIDED BASED ON THE EXAMINATION OF TYPE SPECIMENS.,CANARIO R 2017 ZOOTAXA,A new asterocherid genus (Copepoda: Siphonostomatoida) associated with Callyspongia Duchassaing &amp; Michelotti and reassessment of six species of Asterocheres Boeck,10.11646/zootaxa.4247.2.1,CANÁRIO,Zootaxa,0.939759036144578,0.857142857142857
